Driver_ID,Age,Gender,City,Education_Level,Income,Joining Designation,Grade,Total Business Value,Quarterly Rating,target,has_quartery_rating_increased,has_Income_increased,length_of_stay,doj_year,doj_month,doj_quater
1072,26.0,0.0,C16,2,55648,1,1,500510,3,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,345500,3,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,1398290,3,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,101490,2,0,1,0,1498,2016,11,4
1072,,0.0,C16,2,55648,1,1,0,2,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,200000,2,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,550930,2,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,0,2,0,1,0,1498,2016,11,4
1072,26.0,0.0,C16,2,55648,1,1,153140,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,750590,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,250000,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,270000,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,600000,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,1220000,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,455400,3,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,1022030,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,0,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,0,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,483090,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,0,2,0,1,0,1498,2016,11,4
1072,27.0,0.0,C16,2,55648,1,1,193340,2,0,1,0,1498,2016,11,4
1072,28.0,0.0,C16,2,55648,1,1,0,1,1,1,0,1421,2016,11,4
1073,26.0,0.0,C20,1,67149,1,1,0,1,0,1,0,150,2020,7,3
1073,26.0,0.0,C20,1,67149,1,1,0,1,0,1,0,150,2020,7,3
1073,26.0,0.0,C20,1,67149,1,1,2174480,4,0,1,0,150,2020,7,3
1073,26.0,0.0,C20,1,67149,1,1,0,4,0,1,0,150,2020,7,3
1073,26.0,0.0,C20,1,67149,1,1,0,4,0,1,0,150,2020,7,3
1075,39.0,0.0,C14,1,52480,2,2,0,1,0,0,0,885,2018,7,3
1075,40.0,0.0,C14,1,52480,2,2,0,1,1,0,0,203,2018,7,3
1076,29.0,0.0,C13,1,51837,1,1,0,1,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,0,1,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,150320,1,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,544450,1,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,0,2,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,398820,2,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,211700,2,0,1,0,394,2019,11,4
1076,29.0,0.0,C13,1,51837,1,1,0,1,1,1,0,218,2019,11,4
1077,24.0,1.0,C3,0,42768,1,1,1111480,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,1048750,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,742120,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,264400,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,388410,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,415870,3,0,1,0,946,2018,5,2
1077,24.0,1.0,C3,0,42768,1,1,955040,4,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,501240,4,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,1175230,4,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,657900,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,458550,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,201620,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,900240,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,656400,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,1121700,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,417480,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,574090,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,259160,3,0,1,0,946,2018,5,2
1077,25.0,1.0,C3,0,42768,1,1,626490,3,0,1,0,946,2018,5,2
1077,26.0,1.0,C3,0,42768,1,1,509100,3,0,1,0,946,2018,5,2
1077,26.0,1.0,C3,0,42768,1,1,356370,3,0,1,0,946,2018,5,2
1077,26.0,1.0,C3,0,42768,1,1,400670,2,0,1,0,946,2018,5,2
1077,26.0,1.0,C3,0,42768,1,1,406230,2,0,1,0,946,2018,5,2
1077,26.0,1.0,C3,0,42768,1,1,150440,2,0,1,0,946,2018,5,2
1078,37.0,0.0,C25,0,31540,3,3,0,1,0,1,0,240,2020,5,2
1078,37.0,0.0,C25,0,31540,3,3,0,1,0,1,0,240,2020,5,2
1078,37.0,0.0,C25,0,31540,3,3,235000,2,0,1,0,240,2020,5,2
1078,37.0,0.0,C25,0,31540,3,3,587780,2,0,1,0,240,2020,5,2
1078,38.0,0.0,C25,0,31540,3,3,210870,2,0,1,0,240,2020,5,2
1078,38.0,0.0,C25,0,31540,3,3,404180,1,0,1,0,240,2020,5,2
1078,38.0,0.0,C25,0,31540,3,3,0,1,0,1,0,240,2020,5,2
1078,38.0,0.0,C25,0,31540,3,3,241080,1,0,1,0,240,2020,5,2
1079,40.0,0.0,C20,0,84873,3,3,0,1,0,0,0,183,2020,6,2
1079,40.0,0.0,C20,0,84873,3,3,0,1,0,0,0,183,2020,6,2
1079,40.0,0.0,C20,0,84873,3,3,150660,1,0,0,0,183,2020,6,2
1079,40.0,0.0,C20,0,84873,3,3,0,1,0,0,0,183,2020,6,2
1079,40.0,0.0,C20,0,84873,3,3,0,1,1,0,0,138,2020,6,2
1080,35.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,35.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,35.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,36.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,36.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,36.0,0.0,C9,1,47594,1,1,0,1,0,0,0,798,2018,10,4
1080,36.0,0.0,C9,1,47594,1,1,0,1,1,0,0,304,2018,10,4
1081,24.0,1.0,C5,2,55551,1,1,-96960,1,0,0,0,959,2018,5,2
1081,24.0,1.0,C5,2,55551,1,1,0,1,1,0,0,271,2018,5,2
1082,34.0,1.0,C27,1,35079,2,2,0,1,0,0,0,258,2020,4,2
1082,34.0,1.0,C27,1,35079,2,2,0,1,0,0,0,258,2020,4,2
1082,35.0,1.0,C27,1,35079,2,2,189120,1,0,0,0,258,2020,4,2
1082,35.0,1.0,C27,1,35079,2,2,245280,1,0,0,0,258,2020,4,2
1082,35.0,1.0,C27,1,35079,2,2,0,1,0,0,0,258,2020,4,2
1082,35.0,1.0,C27,1,35079,2,2,0,1,1,0,0,143,2020,4,2
1083,26.0,1.0,C28,1,60417,1,1,0,1,0,0,0,427,2019,10,4
1083,26.0,1.0,C28,1,60417,1,1,0,1,0,0,0,427,2019,10,4
1083,26.0,1.0,C28,1,60417,1,1,0,1,0,0,0,427,2019,10,4
1083,26.0,1.0,C28,1,60417,1,1,0,1,0,0,0,427,2019,10,4
1083,26.0,1.0,C28,1,60417,1,1,0,1,1,0,0,105,2019,10,4
1084,29.0,0.0,C1,2,49521,1,1,0,1,0,0,0,715,2019,1,1
1084,29.0,0.0,C1,2,49521,1,1,120990,1,0,0,0,715,2019,1,1
1084,29.0,0.0,C1,2,49521,1,1,334040,1,0,0,0,715,2019,1,1
1084,30.0,0.0,C1,2,49521,1,1,0,1,0,0,0,715,2019,1,1
1084,30.0,0.0,C1,2,49521,1,1,250000,1,0,0,0,715,2019,1,1
1084,30.0,0.0,C1,2,49521,1,1,0,1,1,0,0,145,2019,1,1
1085,35.0,1.0,C3,2,62637,2,2,303500,2,0,1,0,810,2018,10,4
1085,35.0,1.0,C3,2,62637,2,2,1093970,2,0,1,0,810,2018,10,4
1085,35.0,1.0,C3,2,62637,2,2,758310,2,0,1,0,810,2018,10,4
1085,35.0,1.0,C3,2,62637,2,2,0,1,0,1,0,810,2018,10,4
1085,35.0,1.0,C3,2,62637,2,2,0,1,1,1,0,211,2018,10,4
1086,34.0,0.0,C25,1,94519,2,2,0,1,0,0,0,119,2020,8,3
1086,34.0,0.0,C25,1,94519,2,2,0,1,0,0,0,119,2020,8,3
1086,35.0,0.0,C25,1,94519,2,2,0,1,0,0,0,119,2020,8,3
1086,35.0,0.0,C25,1,94519,2,2,0,1,1,0,0,109,2020,8,3
1087,35.0,0.0,C3,0,89854,3,3,0,1,0,1,0,150,2020,7,3
1087,35.0,0.0,C3,0,89854,3,3,0,1,0,1,0,150,2020,7,3
1087,35.0,0.0,C3,0,89854,3,3,2553260,3,0,1,0,150,2020,7,3
1087,35.0,0.0,C3,0,89854,3,3,0,3,0,1,0,150,2020,7,3
1087,35.0,0.0,C3,0,89854,3,3,0,3,0,1,0,150,2020,7,3
1089,37.0,0.0,C11,2,60905,1,1,0,1,0,0,0,267,2020,4,2
1089,37.0,0.0,C11,2,60905,1,1,0,1,0,0,0,267,2020,4,2
1089,37.0,0.0,C11,2,60905,1,1,0,1,1,0,0,65,2020,4,2
1090,37.0,0.0,C13,0,96750,2,4,1382660,3,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,1940660,3,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,9325530,3,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,250010,4,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,4221960,4,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,643740,4,0,1,0,2376,2014,6,2
1090,37.0,0.0,C13,0,96750,2,4,3640000,4,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,7301890,4,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,2026900,4,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,1119030,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,1047110,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,822790,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,1220620,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,961680,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,5404180,2,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,500700,3,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,1980740,3,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,878360,3,0,1,0,2376,2014,6,2
1090,38.0,0.0,C13,0,96750,2,4,456660,2,0,1,0,2376,2014,6,2
1090,39.0,0.0,C13,0,96750,2,4,1035200,2,0,1,0,2376,2014,6,2
1090,39.0,0.0,C13,0,96750,2,4,1826580,2,0,1,0,2376,2014,6,2
1090,39.0,0.0,C13,0,96750,2,4,314800,2,0,1,0,2376,2014,6,2
1090,39.0,0.0,C13,0,96750,2,4,562170,2,0,1,0,2376,2014,6,2
1090,39.0,0.0,C13,0,96750,2,4,1518520,2,0,1,0,2376,2014,6,2
1091,30.0,1.0,C22,2,45720,1,1,1488050,4,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,851510,4,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,2223620,4,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,868340,3,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,217320,3,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,102850,3,0,1,0,1090,2018,1,1
1091,30.0,1.0,C22,2,45720,1,1,54880,2,0,1,0,1090,2018,1,1
1091,31.0,1.0,C22,2,45720,1,1,95550,2,0,1,0,1090,2018,1,1
1091,31.0,1.0,C22,2,45720,1,1,594680,2,0,1,0,1090,2018,1,1
1091,31.0,1.0,C22,2,45720,1,1,103580,1,1,1,0,643,2018,1,1
1092,29.0,1.0,C16,0,36118,1,1,250000,2,0,1,0,1052,2018,2,1
1092,29.0,1.0,C16,0,36118,1,1,260270,2,0,1,0,1052,2018,2,1
1092,29.0,1.0,C16,0,36118,1,1,829380,2,0,1,0,1052,2018,2,1
1092,29.0,1.0,C16,0,36118,1,1,316360,2,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,200000,2,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,200000,2,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,350460,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,343820,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,482250,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,1589000,4,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,452940,4,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,151030,4,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,959820,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,960000,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,1860480,3,0,1,0,1052,2018,2,1
1092,30.0,1.0,C16,0,36118,1,1,0,2,0,1,0,1052,2018,2,1
1092,31.0,1.0,C16,0,36118,1,1,101810,2,0,1,0,1052,2018,2,1
1092,31.0,1.0,C16,0,36118,1,1,357140,2,0,1,0,1052,2018,2,1
1092,31.0,1.0,C16,0,36118,1,1,887160,2,0,1,0,1052,2018,2,1
1092,31.0,1.0,C16,0,36118,1,1,333360,2,0,1,0,1052,2018,2,1
1092,31.0,1.0,C16,0,36118,1,1,0,2,1,1,0,953,2018,2,1
1093,35.0,0.0,C1,1,77831,1,3,5567290,3,0,1,0,1985,2015,7,3
1093,35.0,0.0,C1,1,77831,1,3,1264710,3,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,853690,3,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,222450,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,121320,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,121300,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,385450,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,300690,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,693590,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,453160,3,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,531820,3,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,708750,3,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,941840,2,0,1,0,1985,2015,7,3
1093,36.0,0.0,C1,1,77831,1,3,757520,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,1341480,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,610220,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,471710,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,150210,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,938760,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,604530,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,150400,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,393040,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,204540,2,0,1,0,1985,2015,7,3
1093,37.0,0.0,C1,1,77831,1,3,684460,2,0,1,0,1985,2015,7,3
1094,40.0,1.0,C8,0,56347,2,2,200000,2,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,255250,2,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,720000,2,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,0,1,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,0,1,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,0,1,0,1,0,880,2018,8,3
1094,41.0,1.0,C8,0,56347,2,2,0,1,1,1,0,347,2018,8,3
1095,23.0,1.0,C20,2,30442,1,1,598220,2,0,1,0,964,2018,5,2
1095,23.0,1.0,C20,2,30442,1,1,0,2,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,247290,2,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,0,1,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,104860,1,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,0,1,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,0,1,0,1,0,964,2018,5,2
1095,24.0,1.0,C20,2,30442,1,1,0,1,1,1,0,446,2018,5,2
1096,26.0,0.0,C14,0,73363,2,2,0,1,0,0,0,220,2020,5,2
1096,26.0,0.0,C14,0,73363,2,2,0,1,0,0,0,220,2020,5,2
1096,26.0,0.0,C14,0,73363,2,2,0,1,1,0,0,53,2020,5,2
1097,34.0,0.0,C5,1,69794,2,2,0,1,0,1,0,163,2020,7,3
1097,34.0,0.0,C5,1,69794,2,2,0,1,0,1,0,163,2020,7,3
1097,34.0,0.0,C5,1,69794,2,2,0,1,0,1,0,163,2020,7,3
1097,34.0,0.0,C5,1,69794,2,2,203740,4,0,1,0,163,2020,7,3
1097,34.0,0.0,C5,1,69794,2,2,846220,4,0,1,0,163,2020,7,3
1097,35.0,0.0,C5,1,69794,2,2,1230830,4,0,1,0,163,2020,7,3
1098,40.0,0.0,C10,1,41591,3,3,0,1,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,0,2,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,0,2,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,800000,2,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,216780,1,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,0,1,0,1,0,213,2020,5,2
1098,40.0,0.0,C10,1,41591,3,3,0,1,1,1,0,212,2020,5,2
1099,32.0,1.0,C3,0,61413,2,2,0,2,0,0,0,148,2020,8,3
1099,32.0,1.0,C3,0,61413,2,2,762370,2,0,0,0,148,2020,8,3
1099,32.0,1.0,C3,0,61413,2,2,300520,2,0,0,0,148,2020,8,3
1099,32.0,1.0,C3,0,61413,2,2,0,2,0,0,0,148,2020,8,3
1099,32.0,1.0,C3,0,61413,2,2,706470,2,0,0,0,148,2020,8,3
1101,32.0,0.0,C25,2,26592,1,1,332700,2,0,1,0,841,2018,9,3
1101,32.0,0.0,C25,2,26592,1,1,334580,2,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,251070,2,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,121460,3,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,504320,3,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,200000,3,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,153120,1,0,1,0,841,2018,9,3
1101,33.0,0.0,C25,2,26592,1,1,0,1,1,1,0,352,2018,9,3
1102,31.0,0.0,C7,2,73245,3,3,0,1,0,0,0,168,2020,7,3
1102,31.0,0.0,C7,2,73245,3,3,0,1,0,0,0,168,2020,7,3
1102,31.0,0.0,C7,2,73245,3,3,0,1,0,0,0,168,2020,7,3
1102,31.0,0.0,C7,2,73245,3,3,0,1,1,0,0,81,2020,7,3
1103,26.0,0.0,C1,2,40318,1,1,0,1,0,0,0,143,2020,8,3
1103,26.0,0.0,C1,2,40318,1,1,0,1,0,0,0,143,2020,8,3
1103,26.0,0.0,C1,2,40318,1,1,0,1,0,0,0,143,2020,8,3
1103,26.0,0.0,C1,2,40318,1,1,0,1,0,0,0,143,2020,8,3
1103,26.0,0.0,C1,2,40318,1,1,0,1,1,0,0,113,2020,8,3
1104,32.0,1.0,C7,2,73594,3,3,0,1,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,1064590,4,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,2445760,4,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,1747510,4,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,1148590,4,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,1345660,4,0,1,0,210,2020,6,2
1104,32.0,1.0,C7,2,73594,3,3,1519590,4,1,1,0,194,2020,6,2
1105,42.0,0.0,C6,0,59168,1,1,1100000,2,0,0,0,940,2018,6,2
1105,42.0,0.0,C6,0,59168,1,1,159100,2,0,0,0,940,2018,6,2
1105,42.0,0.0,C6,0,59168,1,1,0,2,1,0,0,289,2018,6,2
1106,35.0,0.0,C21,1,49193,1,2,600600,4,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,598990,4,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,4206070,4,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,345100,3,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,533460,3,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,242040,3,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,300890,1,0,1,0,1795,2016,1,1
1106,35.0,0.0,C21,1,49193,1,2,122720,1,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,125240,1,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,470660,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,528400,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,706640,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,786770,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,999320,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,2667950,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,1136440,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,125730,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,560710,3,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,134580,2,0,1,0,1795,2016,1,1
1106,36.0,0.0,C21,1,49193,1,2,0,2,0,1,0,1795,2016,1,1
1106,37.0,0.0,C21,1,49193,1,2,583850,2,0,1,0,1795,2016,1,1
1106,37.0,0.0,C21,1,49193,1,2,154510,3,0,1,0,1795,2016,1,1
1106,37.0,0.0,C21,1,49193,1,2,505100,3,0,1,0,1795,2016,1,1
1106,37.0,0.0,C21,1,49193,1,2,697030,3,0,1,0,1795,2016,1,1
1107,39.0,0.0,C20,2,65633,3,3,0,1,0,0,0,37,2020,11,4
1107,39.0,0.0,C20,2,65633,3,3,0,1,0,0,0,37,2020,11,4
1108,32.0,0.0,C15,1,47188,1,1,503000,2,0,1,0,798,2018,10,4
1108,32.0,0.0,C15,1,47188,1,1,250000,2,0,1,0,798,2018,10,4
1108,32.0,0.0,C15,1,47188,1,1,19720,2,0,1,0,798,2018,10,4
1108,32.0,0.0,C15,1,47188,1,1,0,1,1,1,0,187,2018,10,4
1109,35.0,1.0,C27,0,88798,1,3,872340,2,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,817050,2,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,2687720,2,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,343220,4,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,828970,4,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,896670,4,0,1,0,1852,2015,12,4
1109,35.0,1.0,C27,0,88798,1,3,739430,2,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,592860,2,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,362850,2,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,928120,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,417470,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,410900,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,654260,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,1544300,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,2481910,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,407770,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,599830,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,382820,3,0,1,0,1852,2015,12,4
1109,36.0,1.0,C27,0,88798,1,3,807930,3,0,1,0,1852,2015,12,4
1109,37.0,1.0,C27,0,88798,1,3,621030,3,0,1,0,1852,2015,12,4
1109,37.0,1.0,C27,0,88798,1,3,848850,3,0,1,0,1852,2015,12,4
1109,37.0,1.0,C27,0,88798,1,3,714090,3,0,1,0,1852,2015,12,4
1109,37.0,1.0,C27,0,88798,1,3,567930,3,0,1,0,1852,2015,12,4
1109,37.0,1.0,C27,0,88798,1,3,756280,3,0,1,0,1852,2015,12,4
1110,26.0,0.0,C18,1,41167,1,1,0,1,0,0,0,386,2019,12,4
1110,26.0,0.0,C18,1,41167,1,1,0,1,0,0,0,386,2019,12,4
1110,26.0,0.0,C18,1,41167,1,1,0,1,1,0,0,70,2019,12,4
1111,38.0,0.0,C28,2,153109,3,4,1021690,2,0,1,0,2766,2013,6,2
1111,38.0,0.0,C28,2,153109,3,4,2250000,2,0,1,0,2766,2013,6,2
1111,38.0,0.0,C28,2,153109,3,4,2626640,2,0,1,0,2766,2013,6,2
1111,38.0,0.0,C28,2,153109,3,4,0,2,0,1,0,2766,2013,6,2
1111,38.0,0.0,C28,2,153109,3,4,1540000,2,0,1,0,2766,2013,6,2
